loan_id,age,occupation,employment_sector,monthly_income,wealth_index,loan_amount,tenure_months,interest_rate,missed_payments,repayment_ratio,outstanding_balance,default_flag
LN04164,60,artisan,public,50000.0,1,314288.13,17,19.8,0,0.0032,313275.98,1
LN04165,59,teacher,self_employed,64273.13,1,1038306.95,15,10.1,0,0.3925,630750.95,0
LN04166,48,artisan,self_employed,174012.53,1,53703.56,6,14.0,4,0.0556,50717.33,1
LN04167,34,farmer,private,140848.83,1,152653.56,12,12.6,0,0.8052,29733.96,0
LN04168,50,trader,public,136164.85,4,559270.94,6,7.1,0,0.9479,29165.58,0
LN04169,58,teacher,self_employed,154163.76,3,673155.25,12,7.0,1,0.0913,611716.98,1
LN04170,43,trader,public,50000.0,1,50000.0,6,11.7,0,0.9296,3522.41,0
LN04171,38,teacher,public,319228.67,2,253319.92,13,5.0,0,0.9765,5963.31,0
LN04172,50,trader,private,50000.0,1,201301.02,16,19.3,1,0.8405,32105.99,0
LN04173,42,artisan,private,396601.74,3,224658.82,11,10.6,4,0.7039,66520.15,1
LN04174,45,civil_servant,self_employed,50000.0,4,251179.28,6,10.2,3,0.91,22610.16,1
LN04175,42,civil_servant,public,50000.0,1,50000.0,23,16.9,0,0.812,9397.91,0
LN04176,40,civil_servant,private,58070.04,2,150955.57,18,11.4,3,0.1556,127470.03,1
LN04177,60,farmer,informal,50000.0,5,50000.0,8,14.6,1,0.8166,9169.27,0
LN04178,48,trader,public,68935.39,3,223250.1,10,9.7,0,0.3644,141889.42,0
LN04179,48,trader,private,153277.72,4,273254.75,6,12.2,0,0.9808,5238.28,0
LN04180,57,trader,self_employed,50000.0,2,478681.35,14,15.9,5,0.8109,90518.72,1
LN04181,43,trader,informal,149412.74,1,273986.64,6,8.6,0,0.7242,75578.93,0
LN04182,30,farmer,private,67519.07,3,678551.81,15,14.1,0,0.2416,514634.37,1
LN04183,67,other,self_employed,50000.0,1,138956.8,18,5.0,1,0.1269,121328.83,1
LN04184,27,artisan,public,213485.72,3,64879.18,11,17.1,2,0.8015,12877.01,0
LN04185,53,artisan,public,50000.0,3,86824.3,6,9.8,0,0.8501,13013.38,0
LN04186,38,civil_servant,informal,77464.81,1,272093.12,19,11.7,1,0.0593,255966.52,1
LN04187,35,civil_servant,informal,50792.85,2,87019.6,12,11.6,2,0.9829,1491.51,0
LN04188,27,teacher,private,79664.92,3,686247.48,12,8.1,2,0.9876,8483.64,0
LN04189,70,teacher,private,165793.59,4,1153159.5,6,7.8,2,0.9204,91742.65,0
LN04190,46,civil_servant,private,104696.48,2,115253.07,13,14.1,0,0.8792,13917.15,0
LN04191,42,artisan,public,50000.0,3,1208793.04,10,14.3,3,0.9236,92399.83,1
LN04192,62,civil_servant,informal,50000.0,1,270229.79,6,8.5,1,0.7531,66723.79,0
LN04193,26,civil_servant,self_employed,88009.05,4,94990.72,20,14.2,0,0.2599,70301.44,1
LN04194,53,trader,private,78932.79,3,85979.5,22,14.2,0,0.7446,21961.94,0
LN04195,49,artisan,public,50000.0,1,250561.29,18,10.5,1,0.1479,213491.46,1
LN04196,52,artisan,public,206106.02,3,174380.39,17,6.8,0,0.0107,172519.48,1
LN04197,31,trader,public,179447.15,3,1328920.03,22,11.8,0,0.942,77121.59,0
LN04198,72,artisan,self_employed,50000.0,3,301308.84,6,13.5,0,0.928,21692.27,0
LN04199,36,artisan,private,50000.0,1,228236.32,6,11.8,1,0.9245,17239.7,0
LN04200,58,trader,public,50000.0,3,133944.18,9,9.6,0,0.0974,120897.91,1
LN04201,62,artisan,private,50000.0,3,701781.33,13,13.9,1,0.8762,86885.07,0
LN04202,42,civil_servant,informal,50000.0,1,872696.14,10,17.1,1,0.7694,201214.13,0
LN04203,31,trader,public,50000.0,1,421243.74,6,8.9,0,0.7398,109606.68,0
LN04204,39,civil_servant,private,50000.0,4,670366.23,12,10.8,3,0.923,51649.02,1
LN04205,65,trader,private,79220.55,2,215469.86,11,23.0,0,0.7071,63108.12,0
LN04206,70,trader,public,111953.44,2,387507.35,17,13.2,2,0.8538,56649.09,0
LN04207,71,civil_servant,private,70486.23,4,533356.72,12,6.9,0,0.7373,140137.94,0
LN04208,36,trader,private,50000.0,1,186405.89,6,10.1,2,0.8121,35034.41,0
LN04209,55,teacher,public,94612.38,3,1526761.48,14,9.0,3,0.7505,380926.57,1
LN04210,32,teacher,public,50000.0,2,241105.28,21,13.5,0,0.1742,199115.21,1
LN04211,60,civil_servant,informal,338077.96,1,99311.91,12,13.2,5,0.823,17577.93,1
LN04212,45,civil_servant,public,147304.44,5,279205.95,17,9.5,0,0.7405,72465.69,0
LN04213,60,trader,private,50000.0,3,341563.36,8,19.4,2,0.9562,14970.95,0
LN04214,59,artisan,private,50000.0,1,859366.2,15,12.3,0,0.938,53314.93,0
LN04215,74,farmer,self_employed,50000.0,4,292661.35,7,10.2,0,0.3559,188505.74,0
LN04216,49,trader,self_employed,78276.12,4,61820.79,10,7.1,1,0.8946,6515.67,0
LN04217,42,artisan,self_employed,95278.81,3,75516.62,10,8.4,0,0.8105,14308.47,0
LN04218,51,teacher,private,50000.0,1,465566.89,14,7.0,3,0.8908,50858.9,1
LN04219,33,other,private,71550.73,1,141582.05,7,11.2,2,0.9659,4832.07,0
LN04220,30,civil_servant,public,50000.0,3,162628.66,6,8.5,1,0.9026,15833.41,0
LN04221,50,trader,public,118777.83,4,305733.39,14,15.1,0,0.015,301134.2,1
LN04222,66,teacher,private,62060.41,1,148671.77,14,9.7,5,0.0434,142219.43,1
LN04223,51,trader,public,58862.77,2,50000.0,12,15.4,3,0.985,748.05,1
LN04224,64,civil_servant,private,50000.0,1,50000.0,17,14.0,1,0.7856,10721.04,0
LN04225,33,civil_servant,public,138283.59,2,50000.0,10,14.6,0,0.3651,31745.94,0
LN04226,47,trader,public,181035.32,2,402699.1,13,15.6,0,0.943,22964.28,0
LN04227,55,teacher,public,50000.0,1,557176.87,9,20.0,0,0.815,103052.53,0
LN04228,42,artisan,self_employed,50000.0,2,400602.78,10,8.6,2,0.8979,40897.72,0
LN04229,25,civil_servant,private,50000.0,2,163109.4,14,15.4,0,0.9088,14881.89,0
LN04230,28,farmer,self_employed,50000.0,2,77781.72,25,13.6,0,0.8675,10306.74,0
LN04231,71,trader,private,50000.0,4,162098.74,16,16.3,0,0.8675,21471.4,0
LN04232,55,other,informal,50000.0,1,207938.12,15,12.4,0,0.8321,34921.39,0
LN04233,38,civil_servant,self_employed,50000.0,1,132760.81,16,16.7,1,0.7744,29954.04,0
LN04234,37,artisan,public,102890.57,2,721657.06,6,6.8,2,0.0381,694149.95,1
LN04235,26,farmer,informal,50000.0,2,454473.3,13,8.0,4,0.3334,302947.13,1
LN04236,72,artisan,public,95475.76,1,221491.74,17,9.7,0,0.7753,49768.97,0
LN04237,30,artisan,private,50000.0,5,50000.0,12,11.7,0,0.8481,7596.94,0
LN04238,62,trader,self_employed,50000.0,1,198239.37,11,12.2,0,0.082,181993.14,1
LN04239,37,artisan,public,68067.23,1,819926.2,6,9.0,2,0.8728,104266.15,0
LN04240,41,teacher,private,50000.0,3,402928.76,9,8.0,3,0.8421,63617.28,1
LN04241,38,trader,public,96634.0,4,240296.8,6,9.4,0,0.9263,17721.46,0
LN04242,66,other,public,50000.0,2,753413.37,17,5.2,0,0.9889,8394.07,0
LN04243,26,civil_servant,public,50000.0,1,263686.42,21,10.8,3,0.7667,61524.02,1
LN04244,42,trader,public,50000.0,2,148893.68,23,11.8,1,0.9373,9331.16,0
LN04245,38,farmer,public,72708.39,1,50000.0,6,13.8,0,0.8341,8294.12,0
LN04246,38,civil_servant,private,50000.0,2,50000.0,7,12.7,0,0.7051,14743.83,0
LN04247,34,civil_servant,private,62339.97,3,127622.65,7,19.2,0,0.7841,27557.43,0
LN04248,70,trader,private,53968.54,2,98669.54,6,15.2,0,0.9315,6759.51,0
LN04249,43,artisan,self_employed,50000.0,2,50000.0,6,14.9,1,0.9086,4571.32,0
LN04250,45,farmer,public,50000.0,3,275741.04,8,13.5,1,0.8141,51253.19,0
LN04251,44,civil_servant,public,50000.0,1,775084.29,17,14.1,0,0.7874,164789.71,0
LN04252,74,teacher,self_employed,50000.0,1,477473.36,7,11.1,1,0.1705,396043.47,1
LN04253,41,teacher,informal,102507.77,3,50000.0,18,12.4,0,0.8107,9462.5,0
LN04254,42,teacher,private,50000.0,1,50000.0,20,19.7,0,0.7617,11915.64,0
LN04255,41,teacher,public,50000.0,1,330981.95,13,11.7,0,0.9008,32838.63,0
LN04256,41,other,self_employed,50000.0,1,456962.06,19,6.7,0,0.8831,53407.04,0
LN04257,29,trader,informal,50000.0,2,537595.61,6,14.8,6,0.8605,75011.37,1
LN04258,55,civil_servant,private,50000.0,2,222663.2,8,15.5,0,0.827,38531.08,0
LN04259,26,teacher,public,50000.0,2,62253.91,13,12.6,0,0.3872,38147.37,0
LN04260,36,trader,public,157896.92,2,374405.97,13,5.0,2,0.0722,347387.14,1
LN04261,35,trader,private,50000.0,2,329868.69,20,17.1,0,0.9743,8474.24,0
LN04262,39,civil_servant,informal,62525.96,1,736517.5,6,12.9,0,0.9238,56142.94,0
LN04263,62,civil_servant,self_employed,154045.91,3,192248.81,8,10.8,0,0.9013,18976.69,0
LN04264,54,farmer,public,270391.91,5,88487.08,11,16.8,0,0.9354,5719.35,0
LN04265,74,civil_servant,private,84596.93,2,50000.0,8,5.0,0,0.7123,14387.09,0
LN04266,42,teacher,self_employed,50000.0,2,93352.52,6,12.4,1,0.0116,92266.09,1
LN04267,71,artisan,private,50000.0,3,486119.64,9,9.8,0,0.2654,357109.85,1
LN04268,27,civil_servant,self_employed,50000.0,1,223684.62,10,18.0,0,0.9278,16146.48,0
LN04269,50,civil_servant,public,50000.0,1,234463.11,20,13.0,2,0.9137,20234.32,0
LN04270,64,trader,public,50000.0,4,312021.51,6,8.5,0,0.8289,53371.66,0
LN04271,51,trader,private,213793.38,1,131904.8,16,16.6,0,0.9371,8298.11,0
LN04272,71,trader,private,53709.76,1,291726.42,19,5.0,0,0.8322,48959.17,0
LN04273,40,teacher,informal,64196.22,2,309609.38,8,14.0,0,0.0472,294985.42,1
LN04274,26,civil_servant,private,73679.15,2,1217388.32,13,6.9,1,0.9199,97488.19,0
LN04275,63,civil_servant,public,50000.0,2,374572.4,15,10.2,0,0.2352,286488.16,1
LN04276,28,civil_servant,public,50000.0,1,258699.31,14,11.0,0,0.3613,165232.67,0
LN04277,63,trader,private,50000.0,3,248956.69,12,15.6,0,0.8597,34924.25,0
LN04278,61,trader,public,188123.19,1,70648.16,7,20.8,2,0.077,65205.78,1
LN04279,67,farmer,self_employed,50000.0,4,361583.92,15,5.0,0,0.9765,8491.66,0
LN04280,48,civil_servant,public,50000.0,1,117029.88,9,13.8,0,0.7955,23927.28,0
LN04281,69,trader,public,50000.0,1,135522.83,12,20.8,0,0.8795,16335.33,0
LN04282,33,teacher,private,84457.02,2,384569.91,13,9.7,0,0.9394,23297.83,0
LN04283,46,teacher,public,66019.5,1,306977.33,17,9.5,0,0.9531,14397.15,0
LN04284,31,teacher,self_employed,84312.38,2,94679.37,23,12.9,0,0.8294,16154.75,0
LN04285,63,civil_servant,private,80476.16,1,412788.3,7,15.3,0,0.2873,294180.74,0
LN04286,60,teacher,private,80003.87,2,490925.01,12,14.6,4,0.9003,48934.62,1
LN04287,65,trader,self_employed,50000.0,1,78934.92,6,10.6,2,0.8669,10508.74,0
LN04288,63,artisan,self_employed,307867.77,2,91942.94,20,8.8,0,0.8465,14116.31,0
LN04289,40,civil_servant,self_employed,108062.24,1,390268.83,12,17.3,2,0.9839,6267.62,0
LN04290,28,artisan,public,50000.0,1,144629.41,10,8.9,0,0.9772,3296.01,0
LN04291,71,teacher,public,119229.99,1,50000.0,12,5.0,2,0.9235,3823.44,0
LN04292,49,teacher,self_employed,185533.92,3,941959.23,12,6.2,1,0.8078,181027.69,0
LN04293,29,civil_servant,private,210172.28,3,107901.21,7,9.7,1,0.0468,102854.32,1
LN04294,71,teacher,private,162106.77,1,873189.42,19,18.0,0,0.8526,128748.48,0
LN04295,74,artisan,private,51448.51,1,196779.7,15,7.2,1,0.9972,551.25,0
LN04296,47,trader,self_employed,50000.0,1,243074.72,16,18.1,1,0.9949,1239.68,0
LN04297,63,trader,public,50000.0,1,105006.82,7,17.2,1,0.7355,27776.79,0
LN04298,26,civil_servant,private,227530.4,2,987912.06,7,12.9,0,0.7052,291209.99,0
LN04299,29,civil_servant,public,154816.75,2,164814.68,11,5.0,0,0.3839,101544.33,0
LN04300,38,artisan,private,50000.0,5,79560.03,16,7.3,0,0.853,11698.89,0
LN04301,57,trader,self_employed,50000.0,3,50000.0,15,9.5,0,0.8896,5521.87,0
LN04302,31,artisan,private,50000.0,1,531164.69,7,18.9,0,0.7067,155817.12,0
LN04303,26,artisan,public,77168.99,1,379713.32,16,9.7,0,0.9417,22136.13,0
LN04304,58,teacher,informal,219210.25,1,55097.68,6,8.9,0,0.7474,13920.38,0
LN04305,63,teacher,self_employed,50000.0,1,688883.69,8,12.8,0,0.7921,143233.38,0
LN04306,61,teacher,private,103963.57,2,174827.2,12,6.4,0,0.8232,30910.07,0
LN04307,64,trader,informal,63688.52,1,188232.6,6,11.9,0,0.8485,28509.16,0
LN04308,65,civil_servant,private,62132.5,1,391185.93,6,8.8,5,0.9607,15367.23,1
LN04309,55,artisan,self_employed,208735.58,1,1203664.28,21,22.8,0,0.7698,277027.98,0
LN04310,50,other,public,170912.57,3,243754.21,20,8.3,2,0.9896,2525.14,0
LN04311,67,trader,public,96509.31,1,429811.53,25,19.7,0,0.98,8575.1,0
LN04312,42,farmer,public,50000.0,5,879024.21,14,7.4,0,0.7227,243784.81,0
LN04313,29,other,public,61375.4,2,664622.43,15,13.1,0,0.9286,47464.58,0
LN04314,62,trader,private,50000.0,1,421984.19,11,14.0,0,0.7144,120514.32,0
LN04315,38,artisan,public,92212.61,2,365223.39,9,12.6,3,0.7591,87966.96,1
LN04316,73,teacher,private,173301.05,2,575334.52,17,12.3,0,0.3605,367935.87,0
LN04317,45,civil_servant,public,50000.0,2,153658.22,20,15.4,0,0.7405,39875.65,0
LN04318,67,civil_servant,public,135151.11,2,312703.39,16,13.7,1,0.7877,66384.74,0
LN04319,27,trader,informal,50000.0,1,652273.75,6,11.3,1,0.7492,163565.45,0
LN04320,57,artisan,self_employed,98163.17,1,75442.78,14,9.3,1,0.7312,20275.92,0
LN04321,47,trader,informal,50000.0,1,171212.08,7,11.3,0,0.8273,29561.01,0
LN04322,48,artisan,private,50000.0,3,228378.11,10,11.3,4,0.8081,43834.41,1
LN04323,38,teacher,public,50000.0,2,78619.22,21,11.2,0,0.7497,19678.84,0
LN04324,73,teacher,private,54725.69,3,291878.13,6,12.3,0,0.8555,42166.43,0
LN04325,44,civil_servant,private,52280.7,4,50000.0,25,6.4,2,0.1471,42646.55,1
LN04326,67,trader,public,203167.21,2,1643676.54,15,7.9,4,0.7801,361368.62,1
LN04327,46,civil_servant,informal,50000.0,4,229415.57,9,15.3,4,0.7214,63913.8,1
LN04328,27,civil_servant,private,50000.0,2,62468.04,12,5.0,0,0.9114,5533.47,0
LN04329,68,civil_servant,self_employed,50000.0,2,270280.81,7,16.8,3,0.0328,261402.44,1
LN04330,34,civil_servant,private,64494.21,2,448259.66,8,9.8,0,0.3901,273382.0,0
LN04331,38,civil_servant,private,75983.61,1,1003392.12,12,18.7,3,0.8551,145380.6,1
LN04332,68,teacher,public,50000.0,1,141535.46,10,16.9,2,0.3217,96010.46,0
LN04333,69,trader,informal,63995.24,2,282182.07,6,10.7,0,0.8022,55803.85,0
LN04334,70,civil_servant,private,50000.0,1,50000.0,10,11.1,0,0.7487,12562.87,0
LN04335,46,farmer,public,50000.0,1,95111.18,6,18.4,2,0.9273,6918.0,0
LN04336,62,trader,public,84983.54,3,114395.67,6,17.1,0,0.9278,8260.64,0
LN04337,41,farmer,private,50000.0,2,50000.0,6,15.9,5,0.7561,12197.33,1
LN04338,62,teacher,informal,85011.34,1,263960.19,22,16.6,3,0.9983,448.93,1
LN04339,50,civil_servant,informal,220495.64,1,62973.09,14,7.6,2,0.828,10828.92,0
LN04340,27,farmer,self_employed,50000.0,4,213396.13,15,12.8,0,0.9237,16289.49,0
LN04341,45,farmer,informal,50000.0,5,706788.94,12,8.9,1,0.7007,211575.55,0
LN04342,48,teacher,self_employed,188140.93,2,140614.89,15,7.5,2,0.2467,105927.81,1
LN04343,37,trader,public,79624.91,1,50000.0,19,12.7,0,0.8891,5543.12,0
LN04344,43,trader,private,50000.0,2,255028.21,14,10.3,0,0.978,5613.83,0
LN04345,50,trader,public,50000.0,1,530338.11,21,11.3,1,0.8369,86520.04,0
LN04346,27,artisan,public,83749.62,3,891413.99,11,10.0,0,0.8234,157465.32,0
LN04347,32,trader,private,50000.0,2,50000.0,15,7.0,0,0.836,8199.82,0
LN04348,63,civil_servant,public,50000.0,3,769431.78,16,18.8,0,0.3792,477658.95,0
LN04349,42,civil_servant,informal,50000.0,2,784836.42,6,12.6,0,0.1394,675396.14,1
LN04350,55,civil_servant,informal,249704.19,4,441734.86,12,6.2,0,0.7485,111080.34,0
LN04351,53,civil_servant,public,50000.0,2,279521.0,6,12.7,0,0.976,6701.91,0
LN04352,52,trader,self_employed,70847.49,2,358830.59,11,18.1,1,0.8381,58083.24,0
LN04353,45,farmer,private,88792.86,2,50000.0,10,15.8,3,0.7425,12873.09,1
LN04354,49,civil_servant,public,127986.34,2,1071901.61,9,9.9,1,0.7605,256734.65,0
LN04355,66,trader,public,50000.0,4,751301.28,9,10.0,0,0.8476,114535.53,0
LN04356,73,civil_servant,public,50000.0,2,226984.47,15,8.2,0,0.3866,139230.79,0
LN04357,37,trader,public,50000.0,4,93434.24,6,9.0,0,0.7082,27260.67,0
LN04358,58,teacher,public,223515.45,2,2000000.0,23,9.4,1,0.897,205968.74,0
LN04359,73,trader,public,50000.0,1,263537.15,15,6.1,3,0.0348,254373.79,1
LN04360,25,other,public,123162.41,1,378769.04,7,10.2,3,0.8323,63533.37,1
LN04361,64,other,informal,50000.0,1,1299604.66,15,13.4,0,0.743,333961.57,0
LN04362,49,artisan,public,325970.09,3,58688.19,17,10.3,0,0.7338,15623.71,0
LN04363,73,artisan,public,63356.95,1,253176.18,14,12.9,1,0.3471,165311.38,0
LN04364,53,trader,private,94347.64,1,409736.81,6,18.5,4,0.7276,111602.54,1
LN04365,66,teacher,public,50000.0,1,183966.3,25,19.3,4,0.804,36060.22,1
LN04366,33,trader,private,257361.91,3,286046.04,15,11.7,6,0.8877,32114.48,1
LN04367,32,artisan,public,50000.0,4,616361.44,6,15.5,0,0.9523,29429.08,0
LN04368,71,civil_servant,private,50000.0,3,50000.0,13,11.3,2,0.8466,7669.81,0
LN04369,51,civil_servant,private,257430.37,1,65912.44,10,10.0,0,0.7085,19215.72,0
LN04370,52,civil_servant,self_employed,50000.0,2,242058.78,12,7.5,0,0.7339,64412.21,0
LN04371,33,teacher,private,50000.0,1,581585.15,6,12.3,1,0.304,404767.48,0
LN04372,36,teacher,private,50000.0,4,114946.13,12,16.3,0,0.7766,25676.62,0
LN04373,65,civil_servant,public,53232.76,1,174143.33,7,6.9,0,0.9217,13626.96,0
LN04374,40,trader,public,56774.02,5,469812.21,9,10.9,0,0.7762,105160.92,0
LN04375,54,trader,private,227248.21,3,107276.41,14,10.7,0,0.9227,8290.81,0
LN04376,40,artisan,public,50000.0,3,762710.54,9,13.0,0,0.1638,637741.29,1
LN04377,38,civil_servant,public,204622.29,3,459886.32,10,13.1,1,0.8568,65856.66,0
LN04378,33,civil_servant,self_employed,65045.75,1,263225.96,16,14.1,0,0.1109,234021.99,1
LN04379,71,teacher,public,50000.0,1,227607.94,6,19.6,1,0.3383,150600.8,0
LN04380,72,teacher,public,265572.94,2,171683.65,8,8.5,1,0.0031,171144.0,1
LN04381,30,artisan,self_employed,180545.08,1,184697.38,6,8.3,0,0.2691,134996.31,1
LN04382,42,teacher,public,50000.0,3,603496.75,7,13.0,2,0.7075,176542.32,0
LN04383,53,farmer,self_employed,50000.0,2,50000.0,12,17.8,0,0.9745,1273.01,0
LN04384,44,trader,informal,52056.31,4,372052.73,15,6.2,3,0.7509,92671.49,1
LN04385,61,trader,informal,56714.09,4,1014782.24,7,13.3,5,0.31,700191.09,1
LN04386,38,other,private,91765.85,1,899642.84,15,11.2,3,0.9422,52012.97,1
LN04387,27,civil_servant,public,50000.0,1,287538.96,12,15.4,0,0.1242,251824.06,1
LN04388,41,artisan,private,50000.0,2,60730.17,6,14.5,2,0.8861,6917.04,0
LN04389,54,civil_servant,private,117913.26,1,88074.47,13,12.2,0,0.8709,11370.01,0
LN04390,34,trader,private,297182.17,3,237226.41,19,14.0,4,0.9429,13552.84,1
LN04391,65,civil_servant,public,50000.0,3,98483.17,6,9.4,0,0.2168,77134.42,1
LN04392,25,teacher,public,199684.22,3,50949.51,24,15.2,1,0.8308,8621.24,0
LN04393,28,artisan,public,50000.0,2,50000.0,8,17.5,0,0.7075,14626.8,0
LN04394,50,civil_servant,public,75031.63,3,236221.04,6,12.4,2,0.7421,60915.62,0
LN04395,50,civil_servant,public,50000.0,2,709080.74,12,10.4,1,0.7526,175443.6,0
LN04396,39,trader,informal,162008.17,5,266483.48,16,11.4,0,0.9353,17251.08,0
LN04397,37,civil_servant,public,122571.88,3,337035.45,10,15.2,0,0.1085,300461.08,1
LN04398,28,trader,private,50000.0,3,50000.0,13,11.8,2,0.9899,502.65,0
LN04399,58,other,informal,50000.0,1,171732.3,24,7.2,5,0.7243,47346.54,1
LN04400,43,civil_servant,public,94236.21,3,127366.06,13,15.8,0,0.8898,14034.22,0
LN04401,30,trader,private,50000.0,1,419118.51,29,8.1,1,0.0949,379348.44,1
LN04402,44,trader,self_employed,50000.0,2,50000.0,19,13.7,0,0.8682,6588.86,0
LN04403,71,civil_servant,public,219041.15,2,420005.01,12,5.0,0,0.9659,14325.07,0
LN04404,38,civil_servant,private,257154.66,1,73798.51,13,12.4,0,0.8841,8556.17,0
LN04405,69,artisan,self_employed,93636.61,1,50000.0,10,11.7,1,0.2703,36483.7,1
LN04406,37,teacher,self_employed,90615.83,1,202630.19,13,5.0,0,0.853,29785.13,0
LN04407,34,artisan,self_employed,50000.0,3,245280.61,15,13.3,3,0.9469,13019.4,1
LN04408,38,trader,informal,91042.89,3,430068.65,9,7.6,0,0.9234,32945.58,0
LN04409,41,teacher,public,50000.0,4,50000.0,6,12.3,1,0.8352,8241.97,0
LN04410,31,farmer,self_employed,50000.0,3,381008.69,19,10.4,0,0.1174,336286.62,1
LN04411,54,farmer,private,334444.77,2,201355.33,17,6.1,1,0.7954,41194.27,0
LN04412,41,farmer,self_employed,50000.0,3,1348723.41,6,7.8,0,0.7244,371732.27,0
LN04413,60,civil_servant,self_employed,50000.0,2,520161.37,13,8.1,0,0.7711,119046.37,0
LN04414,49,other,self_employed,74798.84,1,654085.41,18,15.9,0,0.7968,132908.34,0
LN04415,47,artisan,informal,50000.0,5,1125816.56,17,15.3,1,0.8458,173586.57,0
LN04416,48,artisan,public,50000.0,4,502219.44,7,20.8,1,0.0721,466026.14,1
LN04417,32,teacher,self_employed,66147.1,1,109439.13,17,10.0,0,0.714,31295.02,0
LN04418,60,other,public,333785.72,3,767435.73,12,9.8,0,0.9164,64128.79,0
LN04419,30,trader,private,62229.17,1,760045.85,14,12.5,0,0.1701,630738.06,1
LN04420,61,artisan,self_employed,95854.39,4,273806.47,6,10.6,0,0.8211,48974.22,0
LN04421,74,teacher,self_employed,50000.0,2,50000.0,6,9.7,0,0.8511,7444.02,0
LN04422,63,artisan,private,74143.76,1,99778.25,7,12.2,0,0.7559,24357.78,0
LN04423,47,artisan,private,369969.03,3,68938.54,15,14.8,0,0.7007,20632.59,0
LN04424,40,civil_servant,public,319673.64,2,124012.76,10,5.0,0,0.2248,96133.4,1
LN04425,68,trader,public,58926.67,1,394597.97,15,9.7,0,0.723,109317.1,0
LN04426,37,trader,public,77237.51,3,62929.16,18,6.4,2,0.9475,3305.75,0
LN04427,49,artisan,informal,65266.93,3,50000.0,10,11.4,2,0.7033,14833.32,0
LN04428,63,artisan,public,52509.73,2,922156.31,9,13.7,1,0.7023,274486.32,0
LN04429,71,artisan,informal,50000.0,3,51855.61,6,16.5,0,0.9039,4982.88,0
LN04430,71,artisan,public,50000.0,1,126740.16,6,10.3,0,0.8529,18648.94,0
LN04431,29,teacher,self_employed,216767.14,1,86360.26,6,12.4,0,0.7116,24906.78,0
LN04432,69,civil_servant,private,96061.69,3,263619.53,15,5.3,1,0.9796,5379.94,0
LN04433,30,teacher,self_employed,50000.0,1,117421.07,10,8.6,3,0.1875,95403.56,1
LN04434,54,farmer,private,63805.7,2,214302.93,8,12.8,1,0.9564,9338.2,0
LN04435,71,teacher,self_employed,50000.0,4,50000.0,8,6.6,4,0.7287,13562.62,1
LN04436,57,farmer,informal,89399.59,3,285946.49,7,16.9,0,0.9329,19197.72,0
LN04437,72,other,private,122879.44,2,75351.62,17,14.1,0,0.7596,18115.81,0
LN04438,42,trader,public,102455.86,2,157519.75,12,8.4,0,0.7491,39519.03,0
LN04439,40,artisan,public,50000.0,4,210987.83,17,6.1,0,0.7335,56220.18,0
LN04440,41,trader,self_employed,107533.67,4,165510.37,6,9.1,0,0.7158,47041.07,0
LN04441,42,trader,private,298295.35,1,257740.99,15,8.4,4,0.218,201555.12,1
LN04442,59,civil_servant,private,273234.68,2,642475.22,9,7.1,0,0.829,109894.22,0
LN04443,47,civil_servant,private,50000.0,1,125874.61,10,6.4,4,0.7682,29177.52,1
LN04444,61,civil_servant,public,137821.12,1,310118.4,20,11.1,3,0.7438,79444.54,1
LN04445,45,teacher,self_employed,61147.86,1,253581.9,9,14.9,1,0.2654,186271.37,1
LN04446,40,civil_servant,self_employed,50000.0,2,387028.46,14,9.2,3,0.7518,96074.9,1
LN04447,34,trader,self_employed,76059.66,3,61258.31,6,13.8,0,0.7638,14471.68,0
LN04448,52,trader,self_employed,89139.49,4,236532.97,12,10.7,3,0.9609,9249.25,1
LN04449,69,trader,informal,65709.38,2,52214.16,6,14.4,1,0.7384,13659.78,0
LN04450,67,farmer,private,174184.63,2,339987.64,11,8.9,1,0.8254,59377.27,0
LN04451,37,trader,informal,50000.0,1,60417.83,14,13.1,1,0.8858,6900.14,0
LN04452,48,civil_servant,public,50000.0,1,77776.87,18,12.5,3,0.8532,11417.34,1
LN04453,60,other,private,50000.0,1,160128.5,7,17.4,4,0.9875,2002.59,1
LN04454,55,artisan,self_employed,50000.0,5,263560.73,8,14.2,0,0.9406,15656.42,0
LN04455,28,teacher,private,50000.0,1,143184.24,8,13.0,0,0.9325,9667.65,0
LN04456,54,artisan,public,50000.0,3,418650.9,10,6.1,0,0.7775,93146.56,0
LN04457,26,civil_servant,private,207354.24,1,57999.54,6,9.9,2,0.7286,15742.0,0
LN04458,30,artisan,public,79518.26,2,323122.93,6,8.8,0,0.8824,38001.27,0
LN04459,57,civil_servant,informal,50000.0,4,470038.68,6,8.7,1,0.9362,29997.31,0
LN04460,30,trader,public,50000.0,4,405313.56,11,12.1,0,0.9826,7041.6,0
LN04461,41,civil_servant,public,95251.24,1,205959.04,11,13.0,3,0.8753,25676.51,1
LN04462,54,artisan,private,390082.24,4,480208.67,15,13.1,2,0.883,56181.2,0
LN04463,57,civil_servant,public,50000.0,1,180601.55,17,17.0,0,0.1639,150995.06,1
LN04464,47,civil_servant,public,99848.45,3,50000.0,9,13.9,0,0.8939,5303.77,0
LN04465,29,civil_servant,private,50000.0,1,144901.98,6,7.1,2,0.8165,26596.12,0
LN04466,64,artisan,private,50000.0,2,191698.15,14,12.8,0,0.8926,20579.46,0
